Comment ID,Rating,Tokens Used,Content,hate_filtered,hate_severity,jailbreak_filtered,jailbreak_detected,jailbreak_severity,self_harm_filtered,self_harm_severity,sexual_filtered,sexual_severity,violence_filtered,violence_severity
372,2,142,"If you're an American citizen you'll soon need a ""Real ID*"" to board a plane, but if you wandered in the country without any ID non is required.Trump 2024",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
373,2,146,"There are more checks at the airport for migrants than there are when Abbot busses them all over the country.  MAGA doesn’t like one but loves the other, they prefer the cruelty.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
374,5,164,"All fun and games until someone who ""matters"" suffers a loss to the illegals.  I sadly find myself strangely looking forward to one of the ""important people that matter"" losing a family member to this illegal invasion.  Maybe, just maybe then we will begin to act.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
375,2,182,"'Diversity' is NOT strength in the way that liberals claim. A diverse talent pool is a strength for a company or organization, but radical cultural diversity is a disuniting force in these disUnited States. Arab-American voters in Michigan are causing the Democrats to go into a panic. How's that 'diversity' working out for you in that case, Libs?",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
376,5,164,"All fun and games until someone who ""matters"" suffers a loss to the illegals.  I sadly find myself strangely looking forward to one of the ""important people that matter"" losing a family member to this illegal invasion.  Maybe, just maybe then we will begin to act.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
377,2,182,"'Diversity' is NOT strength in the way that liberals claim. A diverse talent pool is a strength for a company or organization, but radical cultural diversity is a disuniting force in these disUnited States. Arab-American voters in Michigan are causing the Democrats to go into a panic. How's that 'diversity' working out for you in that case, Libs?",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
378,2,116,"This is such a miserable, morally bankrupt administration.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
379,2,129,but signs at certain airports say there are different rules. Isn't that the case across the board with this traitor?,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
380,2,114,They have more freedoms than legal citizens.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
381,5,224,"Everyone in this administration deserves to be in prison.  When I go to renew my drivers license, I need to provide multiple documents proving who I am.  If one thing is missing, my renewal is denied.  I was born in America and so were my parents and my grandparents.  These illegals walk into the country with no identification and with no vetting whatsoever.  They are given free healthcare, cellphones, foood, housing, schooling, etc.  You cannot make this crap up.  Biden and his cronies should be sent to the gallows.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
382,2,161,Between the administrations of BHO & FJB virtually all the rules of common sense have been thrown out the window. People need to know that a vote for any Democrat is a vote for chaos. The only way to begin to fix the problems is to not vote for Democrats.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
383,2,114,Xiden aka the commander in sleep.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
384,2,123,Then vote!   Wel more than half of this country voted for exactly this.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
385,1,112,Haha we 2nd class,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
386,2,149,"Hold on, your comment is waiting for approval.Learn moreIllegitimate Joe4 minutes agobut signs at certain airports say there are different rules. Isn't that the case across the board with this traitor?",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
387,2,130,AND NOBODY IN WASHINGTON SEZ ONE WORD. Further proof that BOTH sides sold us out years ago.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
388,3,114,Our government is committing treason.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
389,2,113,Disgusting government rules.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
390,2,127,"They don't get screened for infectious diseases, and what not, and don't need ID to vote, either.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
391,2,122,If you vote Democrat then you voted for this. Disgraceful.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
392,2,155,America hating democrats destroying this country. You want to know why the hate MAGA? Make America Great Again? Because their objective is the opposite. Destroy America at all cost. Why would anyone vote for the SOCIALIST DEMOCRATS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
393,2,188,"I’ve said from day 1 here in NYC. These illegals will and are getting services not available to New Yorkers and now services are being cut for New Yorkers to pay for these illegals services.Our Mayor courted this, caused this and refuses to stop it. Remember that when your kids get booted from school, there’s less trains and buses and your taxes skyrocket because of this inept mayor",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
394,2,116,If final destination is a Blue state I'm 👌,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
395,4,126,If a plane load of illegal aliens crashed & burned it might slow down the masses crossing our border.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
396,1,127,"This is so out of control.  But among many things that this insanity is,  it's Karma.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
397,2,114,The rule is they get deported,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
398,1,112,Un-Spirited Airlines,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
399,3,115,FJB just doesn't seem like enough anymore.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
400,2,115,TRUMP: Now MORE than EVER!!,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
401,2,179,"They also will have no trouble voting since IDs are racist and not needed.  Strange because I have to show ID for medical care but I guess they dont have to do that either.  Given the level of safety of air travel these days (priorities have shifted under the Biden Administration), illegal immigrants may be the only people traveling so IDs will become obsolete.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
402,2,129,America last! Americans last! The Biden mantra! Oh and pay up! You’re funding all of it!,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
403,1,119,Keep Joel in low post as much as possible on defense.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
404,1,134,Tough game I was at prudential close to the court you can see the difference in the energy from both teams and the result showed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
405,2,115,Little Ricky throwing some players under the bus.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
406,1,119,Keep Joel in low post as much as possible on defense.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
407,1,134,Tough game I was at prudential close to the court you can see the difference in the energy from both teams and the result showed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
408,2,115,Little Ricky throwing some players under the bus.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
409,1,114,First featured in Farm and Home magazine.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
410,1,119,It would seem that you can't actually put lipstick on a pig.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
411,1,111,They call it meth mouth,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
412,2,139,"This woman is a slob who cant floss and brush $40,000 worth of dental work and is the reason Americans are looked as fools and a joke in the world",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
413,1,117,All the 'ROTTEN' comments? Terrible,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
414,1,124,She just lost her daughter so all I’ll say is that she needs intensive therapy.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
415,1,111,Horse-o-podomus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
416,1,127,"Jeez, what's she gonna show us next, where the girls came from? Ugh!¡",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
417,N/A,0,Why oh why should would anybody care about this gross woman,True,medium,False,False,N/A,False,low,False,safe,False,safe
418,1,129,Mama Who? I'm proud to say I have never watched even a single second of Here Comes Honey Boo Boo.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
419,1,124,She just lost her daughter so all I’ll say is that she needs intensive therapy.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
420,1,111,Horse-o-podomus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
421,1,127,"Jeez, what's she gonna show us next, where the girls came from? Ugh!¡",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
422,N/A,0,Why oh why should would anybody care about this gross woman,True,medium,False,False,N/A,False,low,False,safe,False,safe
423,1,129,Mama Who? I'm proud to say I have never watched even a single second of Here Comes Honey Boo Boo.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
424,1,112,Meth is very hard on teeth,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
425,1,119,sugar with a meth chaser will do the trick every time,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
426,1,154,"She couldn't believe no one recognised her. I have never heard of her and would not recognise her if I saw her in a months time, but I might note her drawl. Where does the NYP drag up these Z listers.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
427,1,114,"Gotta brush them, birdbrain.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
428,2,196,"What did we ever do to deserve having this classless heifers and her classless heifer children inflicted on us as a society?! I swear ""reality tv"" is a conspiracy elites came up with to destroy polite society. Used to be, you saw people like this and thought thank God I'm not like that, or were inspired to do better. Now folks have been indoctrinated to believe setting a low bar as a standard is ok!",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
429,1,132,"Flossing, Brushing, anti bacterial rinsing and brushing the anti-b rinse twice a day keeps Honey Boo Boo teeth away",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
430,1,114,"A grandmother at age 33, unreal",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
431,N/A,0,How can you be that obese after doing all that coke? Absolutely disgusting,True,medium,False,False,N/A,False,safe,False,safe,False,safe
432,1,114,"A grandmother at age 33, unreal",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
433,N/A,0,How can you be that obese after doing all that coke? Absolutely disgusting,True,medium,False,False,N/A,False,safe,False,safe,False,safe
434,1,114,First featured in Farm and Home magazine.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
435,1,119,It would seem that you can't actually put lipstick on a pig.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
436,1,111,They call it meth mouth,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
437,2,139,"This woman is a slob who cant floss and brush $40,000 worth of dental work and is the reason Americans are looked as fools and a joke in the world",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
438,1,117,All the 'ROTTEN' comments? Terrible,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
439,1,124,She just lost her daughter so all I’ll say is that she needs intensive therapy.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
440,1,111,Horse-o-podomus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
441,1,127,"Jeez, what's she gonna show us next, where the girls came from? Ugh!¡",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
442,N/A,0,Why oh why should would anybody care about this gross woman,True,medium,False,False,N/A,False,low,False,safe,False,safe
443,1,129,Mama Who? I'm proud to say I have never watched even a single second of Here Comes Honey Boo Boo.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
444,1,112,Meth is very hard on teeth,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
445,1,119,sugar with a meth chaser will do the trick every time,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
446,1,154,"She couldn't believe no one recognised her. I have never heard of her and would not recognise her if I saw her in a months time, but I might note her drawl. Where does the NYP drag up these Z listers.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
447,1,114,"Gotta brush them, birdbrain.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
448,1,196,"What did we ever do to deserve having this classless heifers and her classless heifer children inflicted on us as a society?! I swear ""reality tv"" is a conspiracy elites came up with to destroy polite society. Used to be, you saw people like this and thought thank God I'm not like that, or were inspired to do better. Now folks have been indoctrinated to believe setting a low bar as a standard is ok!",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
449,1,132,"Flossing, Brushing, anti bacterial rinsing and brushing the anti-b rinse twice a day keeps Honey Boo Boo teeth away",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
450,1,114,"A grandmother at age 33, unreal",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
451,N/A,0,How can you be that obese after doing all that coke? Absolutely disgusting,True,medium,False,False,N/A,False,safe,False,safe,False,safe
452,1,118,Fani?--may she soon be out on hers.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
453,2,119,When will people open their eyes and take the blinders off?,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
