Comment ID,Rating,Tokens Used,Content,Error Message,,
1271,4,167,"It’s sheer madness. Don’t feed them, don’t clothe them, don’t shelter them, don’t give them anything.  Except for a ride to the border , send the democrats the bill. Don’t forget the leg Irons so they stay put until the trip is complete.",N/A,,
1272,1,113,Why schools are a mess answered.,N/A,,
1273,2,139,With all the lying happening in US politics I'm inclined to even doubt entomologists. Dr. Fauci lied and millions died. I trust no one any more.,N/A,,
1274,N/A,0,ELIMINATE NOW,"'content_filter_result': {'hate': {'filtered': True, 'severity': 'high'}, 'jailbreak': {'filtered': False, 'detected': False}, 'self_harm': {'filtered': True, 'severity': 'medium'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': True, 'severity': 'medium'}}}}}",,
1275,N/A,0,This piece of human garbage will get his on judgement day.,"'content_filter_result': {'hate': {'filtered': True, 'severity': 'medium'}, 'jailbreak': {'filtered': False, 'detected': False}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}}}}",,
1276,N/A,0,"No matter what the level of education, the tribal instincts are strong with the species.","'content_filter_result': {'hate': {'filtered': True, 'severity': 'medium'}, 'jailbreak': {'filtered': False, 'detected': False}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}}}}",,
1277,2,116,More “white supremacists” wreaking havoc,N/A,,
1278,1,109,PF YOU censor,N/A,,
1279,2,126,So much for the liberal commentor who claimed black people don’t be murdering theys family.,N/A,,
1280,1,110,He looks guilty,N/A,,
1281,2,116,Another DEI principal. Ain't diversity grand!,N/A,,
1282,1,109,PF YOU censor,N/A,,
1283,2,126,So much for the liberal commentor who claimed black people don’t be murdering theys family.,N/A,,
1284,1,110,He looks guilty,N/A,,
1285,2,116,Another DEI principal. Ain't diversity grand!,N/A,,
1286,1,111,now lookie here...,N/A,,
1287,2,112,It's what democrats do.,N/A,,
1288,2,110,But white supremacy,N/A,,
1289,1,111,Really good detective work!,N/A,,
1290,1,113,He)l IA awaiting his arrival,N/A,,
1291,1,118,Don't be a coward. Have the courage to admit it.,N/A,,
1292,1,112,Excellent work by the police!,N/A,,
1293,2,113,Wow Democrats sure are violent !,N/A,,
1294,2,110,it's what they do,N/A,,
1295,1,139,"Sad. But isn’t it even more, or just as, likely that a previous renter of the same car had driven west of the Rockies at some point?",N/A,,
1296,1,136,Kudos to whoever it was in Bakersfield Police Department who thought up the idea to inspect the radiator and ID the insects.Wow - that's creative!!,N/A,,
1297,1,116,What is the point of this very old story?,N/A,,
1298,1,113,Something about this case really bugs me,N/A,,
1299,2,111,There is no escape.,N/A,,
1300,1,113,The bugs got em that's great.,N/A,,
1301,1,203,"Having lived on the east coast and driven to Illinois on a trip and from Illinois to Denver and back to the east, I didn't drive anywhere close to 5000 mles. His trips are almost 3ooo miles short of 5,600 miles, so they had gas receipts or cctv?Upon further review, if they had credit card receipts for gas, why collect bugs from car?  What additional information did the west coast bugs provide that gas receipts didn't?",N/A,,
1302,1,127,Was it established that the rental car had not been in the California region prior to the murderer renting it?,N/A,,
1303,1,116,San Quentin...I hate every inch of you.,N/A,,
1304,2,137,Given today's smart car technologies and personal cell phones there is no way anyone could successfully try and replicate such a horrendous crime with a similar alibi!,N/A,,
1305,N/A,0,"In the annals of human history, his actions weren't so unusual.  Men have often killed to protect what they believe are their exclusive reproductive rights in a woman (or to prevent a woman's escape from their possession of those rights).  Killing the kids, especially the one only six weeks old, makes me think he thought she was stepping out on him, and that at least that baby wasn't his.I'm not justifying it by explaining it. Just saying that it's not all that surprising, especially if he thinks any of those kids aren't really his.  Biology trumps the penal code, not often so expressly like this, but in a myriad of ways that we highly refined hairless apes try to ignore as irrelevant vestiges of our past beastliness.  Thing is, we're still beasts.If he knew the kids were his, he would have been more likely to kill just the wife.  And maybe the mother-in-law.  I mean, why not kill the mother-in-law if you're gonna do some killing?  Doesn't everyone with a mother-in-law sometimes wish them dead?If our justice/vengeance system better reflected our beastly impulses as it once did, this guy, along with at least four or five more of his family, should be killed in retribution.  But in the old system, if she was stepping out on him, he could have killed her and her lover with impunity, perhaps even the kids if they weren't his.","'content_filter_result': {'hate': {'filtered': False, 'severity': 'safe'}, 'jailbreak': {'filtered': False, 'detected': False}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': True, 'severity': 'medium'}}}}}",,
1306,1,110,a real family man,N/A,,
1307,2,111,There is no escape.,N/A,,
1308,1,113,The bugs got em that's great.,N/A,,
1309,1,203,"Having lived on the east coast and driven to Illinois on a trip and from Illinois to Denver and back to the east, I didn't drive anywhere close to 5000 mles. His trips are almost 3ooo miles short of 5,600 miles, so they had gas receipts or cctv?Upon further review, if they had credit card receipts for gas, why collect bugs from car?  What additional information did the west coast bugs provide that gas receipts didn't?",N/A,,
1310,1,127,Was it established that the rental car had not been in the California region prior to the murderer renting it?,N/A,,
1311,2,116,San Quentin...I hate every inch of you.,N/A,,
1312,2,137,Given today's smart car technologies and personal cell phones there is no way anyone could successfully try and replicate such a horrendous crime with a similar alibi!,N/A,,
1313,N/A,0,"In the annals of human history, his actions weren't so unusual.  Men have often killed to protect what they believe are their exclusive reproductive rights in a woman (or to prevent a woman's escape from their possession of those rights).  Killing the kids, especially the one only six weeks old, makes me think he thought she was stepping out on him, and that at least that baby wasn't his.I'm not justifying it by explaining it. Just saying that it's not all that surprising, especially if he thinks any of those kids aren't really his.  Biology trumps the penal code, not often so expressly like this, but in a myriad of ways that we highly refined hairless apes try to ignore as irrelevant vestiges of our past beastliness.  Thing is, we're still beasts.If he knew the kids were his, he would have been more likely to kill just the wife.  And maybe the mother-in-law.  I mean, why not kill the mother-in-law if you're gonna do some killing?  Doesn't everyone with a mother-in-law sometimes wish them dead?If our justice/vengeance system better reflected our beastly impulses as it once did, this guy, along with at least four or five more of his family, should be killed in retribution.  But in the old system, if she was stepping out on him, he could have killed her and her lover with impunity, perhaps even the kids if they weren't his.","'content_filter_result': {'hate': {'filtered': False, 'severity': 'safe'}, 'jailbreak': {'filtered': False, 'detected': False}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': True, 'severity': 'medium'}}}}}",,
